order_id,customer_id,order_date,market,category,channel,customer_segment,qty,unit_price_local,fx_to_cny,cogs_cny,sell_price_cny,warehouse_type,warehouse_fee_cny,shipping_mode,shipping_cost_cny,weight_kg,expected_days,delay_days,actual_days,coupon_given,coupon_value_cny,gift_given,gift_cost_cny,sentiment_score,complaint_flag,refund_flag,refund_amount_cny,profit_cny,margin_pct
1826,10220,2024-11-26,CA,Sneakers,TikTok,YoungProfessional,3,137.1,5.2894,2175.53,2599.65,3PL_Standard,25.66,Economy,189.61,2.56,19,0,19,0,0,0,0,4.5,0,0,0.0,208.85,0.0803
1827,10615,2024-02-08,KR,Streetwear,Referral,YoungProfessional,1,79695.69,0.0053,422.39,512.92,3PL_Budget,7.11,Express,85.66,0.56,6,0,6,1,15,0,0,4.2,0,0,0.0,-17.24,-0.0336
1828,10459,2024-12-26,US,Basics,WeChat,YoungProfessional,1,43.51,7.1001,308.93,355.6,3PL_Standard,6.32,Standard,67.8,0.43,13,0,13,0,0,0,0,4.1,0,0,0.0,-27.45,-0.0772
1829,10125,2024-08-12,KR,Streetwear,Xiaohongshu,YoungProfessional,2,79495.83,0.0053,842.66,1010.88,3PL_Standard,14.55,Standard,111.43,1.37,11,0,11,0,0,0,0,4.5,0,0,0.0,42.24,0.0418
1830,10600,2024-12-25,US,Basics,Instagram,HighIncome,1,63.64,7.1017,451.95,559.93,3PL_Standard,8.27,Economy,64.12,0.47,17,5,22,0,0,0,0,3.9,0,0,0.0,35.59,0.0636
1831,10188,2024-05-09,KR,Basics,Referral,HighIncome,1,49614.38,0.0053,262.96,318.54,3PL_Budget,2.68,Standard,65.51,0.44,11,0,11,0,0,1,18,4.4,0,0,0.0,-30.61,-0.0961
1832,10103,2024-12-14,KR,Basics,WeChat,Student,2,41137.42,0.0053,436.06,504.47,3PL_Budget,8.45,Standard,102.45,1.09,13,0,13,0,0,0,0,4.0,0,1,467.41,-509.9,-1.0108
1833,10417,2024-08-03,CA,Accessories,WeChat,YoungProfessional,1,51.08,5.2817,269.79,321.63,BrandWarehouse,3.9,Economy,43.34,0.24,17,0,17,1,20,0,0,4.4,0,0,0.0,-15.4,-0.0479
1834,10665,2024-01-27,KR,Streetwear,WeChat,YoungProfessional,1,84199.34,0.0053,446.26,521.69,3PL_Standard,7.07,Economy,53.59,0.59,16,6,22,0,0,0,0,4.2,0,0,0.0,14.77,0.0283
1835,10469,2024-05-30,TH,Accessories,WeChat,Collector,2,886.27,0.2002,354.86,409.67,BrandWarehouse,8.54,Standard,59.43,0.54,10,0,10,1,10,0,0,4.6,0,0,0.0,-23.16,-0.0565
1836,10583,2024-02-20,KR,Accessories,TikTok,YoungProfessional,3,35659.93,0.0053,566.99,651.99,Forwarder_Aggregator,8.83,Economy,61.45,0.78,15,0,15,1,40,0,0,4.3,0,0,0.0,-25.28,-0.0388
1837,10214,2024-12-10,CA,Accessories,WeChat,Student,2,62.84,5.2919,665.09,755.67,Forwarder_Aggregator,5.15,Economy,58.23,0.49,20,0,20,0,0,0,0,3.8,0,0,0.0,27.2,0.036
1838,10444,2024-04-21,CA,Outerwear,Referral,Student,3,76.89,5.2872,1219.6,1451.09,3PL_Budget,24.45,Economy,269.91,3.63,19,10,29,0,0,0,0,3.5,0,0,0.0,-62.87,-0.0433
1839,10641,2024-03-22,KR,Streetwear,Instagram,HighIncome,1,98365.63,0.0053,521.34,621.76,3PL_Budget,4.16,Economy,45.39,0.51,16,0,16,0,0,0,0,4.1,0,0,0.0,50.87,0.0818
1840,10475,2024-07-21,US,Outerwear,WeChat,YoungProfessional,1,159.23,7.1085,1131.89,1331.68,3PL_Standard,11.97,Standard,153.58,1.25,15,0,15,0,0,0,0,4.7,0,0,0.0,34.24,0.0257
1841,10215,2024-06-04,KR,Sneakers,Instagram,HighIncome,1,172041.24,0.0053,911.82,1151.06,3PL_Standard,10.35,Economy,56.54,0.92,18,0,18,0,0,0,0,4.6,0,0,0.0,172.35,0.1497
1842,10859,2024-02-05,US,Sneakers,Referral,HighIncome,3,142.44,7.1024,3035.0,3798.39,3PL_Budget,21.64,Standard,265.94,3.31,15,0,15,0,0,0,0,4.6,0,0,0.0,475.81,0.1253
1843,10060,2024-10-25,KR,Basics,WeChat,ValueSeeker,1,74194.29,0.0053,393.23,464.36,3PL_Standard,8.08,Express,85.97,0.51,8,0,8,0,0,0,0,4.3,0,0,0.0,-22.92,-0.0494
1844,10819,2024-11-05,US,Accessories,WeChat,Collector,1,39.95,7.0964,283.5,344.93,3PL_Budget,5.75,Standard,56.13,0.27,13,0,13,0,0,0,0,4.9,0,0,0.0,-0.45,-0.0013
1845,10652,2024-09-28,US,Accessories,Referral,Student,1,68.67,7.088,486.73,542.18,3PL_Budget,2.89,Standard,56.82,0.25,14,0,14,0,0,0,0,4.7,0,0,0.0,-4.26,-0.0079
1846,10100,2024-08-13,TH,Outerwear,WeChat,YoungProfessional,3,3524.91,0.2003,2118.12,2677.0,BrandWarehouse,41.33,Economy,181.99,3.74,17,16,33,0,0,0,0,2.7,0,0,0.0,335.56,0.1253
1847,10229,2024-05-27,TH,Sneakers,Xiaohongshu,ValueSeeker,2,2586.0,0.2001,1034.92,1239.94,3PL_Standard,18.9,Economy,86.88,2.03,16,0,16,0,0,0,0,4.9,0,0,0.0,99.24,0.08
1848,10331,2024-07-17,TH,Outerwear,WeChat,YoungProfessional,2,5235.77,0.2002,2096.4,2478.33,3PL_Standard,13.31,Standard,108.41,1.35,12,0,12,0,0,0,0,4.4,0,0,0.0,260.21,0.105
1849,10861,2024-07-09,TH,Outerwear,Instagram,ValueSeeker,1,3368.26,0.2001,673.99,805.97,3PL_Budget,8.15,Standard,91.6,0.99,13,0,13,0,0,0,0,4.8,0,0,0.0,32.23,0.04
1850,10465,2024-03-01,CA,Streetwear,Referral,HighIncome,3,60.9,5.2951,967.41,1185.83,BrandWarehouse,20.22,Express,236.34,1.68,10,0,10,0,0,0,0,4.6,0,0,0.0,-38.14,-0.0322
1851,10232,2024-01-30,US,Outerwear,TikTok,Student,1,81.03,7.0992,575.25,699.79,BrandWarehouse,13.28,Standard,127.94,1.14,15,0,15,1,15,0,0,4.0,0,0,0.0,-31.68,-0.0453
1852,10827,2024-04-02,US,Outerwear,TikTok,YoungProfessional,1,146.52,7.1042,1040.91,1256.25,3PL_Budget,10.93,Economy,97.58,1.19,18,15,33,1,20,1,22,3.4,0,0,0.0,64.83,0.0516
1853,10106,2024-06-15,AU,Sneakers,Referral,ValueSeeker,3,208.72,4.6842,2933.06,3423.75,3PL_Standard,33.08,Standard,292.9,3.38,16,9,25,0,0,0,0,3.2,0,0,0.0,164.71,0.0481
1854,10734,2024-02-28,US,Streetwear,Referral,ValueSeeker,3,44.13,7.1082,941.05,1099.31,Forwarder_Aggregator,17.03,Express,228.41,1.77,8,0,8,1,20,1,12,4.3,0,0,0.0,-119.18,-0.1084
1855,10747,2024-02-09,TH,Outerwear,WeChat,ValueSeeker,2,3477.28,0.2001,1391.61,1668.59,3PL_Budget,10.1,Express,150.39,1.65,8,0,8,1,15,0,0,4.5,0,0,0.0,101.49,0.0608
1856,10347,2024-11-07,US,Streetwear,Instagram,YoungProfessional,3,85.3,7.0982,1816.43,2118.31,3PL_Standard,18.48,Express,206.44,1.69,11,0,11,0,0,0,0,4.5,0,0,0.0,76.96,0.0363
1857,10038,2024-05-17,US,Accessories,Xiaohongshu,ValueSeeker,2,52.62,7.1052,747.75,861.05,3PL_Budget,5.27,Economy,77.68,0.57,18,0,18,0,0,0,0,4.1,1,0,0.0,30.35,0.0352
1858,10797,2024-08-01,US,Sneakers,Referral,YoungProfessional,2,166.69,7.1055,2368.83,2780.57,3PL_Budget,13.19,Standard,175.04,1.93,14,0,14,0,0,0,0,4.4,0,0,0.0,223.51,0.0804
1859,10870,2024-07-10,US,Outerwear,Referral,YoungProfessional,2,103.99,7.1153,1479.84,1797.12,3PL_Standard,22.27,Economy,184.78,2.25,19,0,19,1,30,0,0,4.4,0,0,0.0,80.23,0.0446
1860,10340,2024-09-26,US,Streetwear,TikTok,Collector,2,81.86,7.0883,1160.5,1429.21,3PL_Standard,10.57,Economy,93.87,1.03,18,0,18,0,0,0,0,4.6,0,0,0.0,164.27,0.1149
1861,10167,2024-09-27,KR,Basics,Instagram,ValueSeeker,3,59804.07,0.0053,950.88,1106.78,3PL_Standard,15.36,Standard,113.84,1.5,11,0,11,1,20,0,0,4.3,0,0,0.0,6.7,0.0061
1862,10244,2024-04-18,US,Sneakers,Instagram,YoungProfessional,2,194.68,7.1101,2768.39,3433.21,3PL_Budget,13.87,Economy,144.49,1.82,19,0,19,1,20,0,0,4.4,0,0,0.0,486.46,0.1417
1863,10122,2024-11-06,AU,Accessories,Referral,HighIncome,1,35.3,4.6743,165.0,196.35,3PL_Standard,2.47,Economy,56.94,0.27,20,14,34,0,0,0,0,3.1,0,0,0.0,-28.06,-0.1429
1864,10548,2024-05-15,TH,Sneakers,Instagram,YoungProfessional,2,4548.76,0.2002,1821.32,2213.96,BrandWarehouse,25.5,Economy,102.34,2.0,16,0,16,0,0,0,0,3.9,0,0,0.0,264.8,0.1196
1865,10466,2024-11-01,AU,Basics,WeChat,YoungProfessional,2,44.11,4.6763,412.54,487.56,3PL_Standard,10.58,Economy,98.34,0.91,21,0,21,0,0,0,0,4.8,0,0,0.0,-33.9,-0.0695
1866,10320,2024-05-28,KR,Basics,Xiaohongshu,Student,2,42786.3,0.0053,453.53,515.02,3PL_Standard,10.44,Economy,71.83,0.95,18,0,18,0,0,0,0,4.9,0,0,0.0,-20.78,-0.0403
1867,10585,2024-02-10,CA,Outerwear,Xiaohongshu,ValueSeeker,2,109.3,5.2974,1158.01,1320.22,3PL_Standard,23.19,Standard,225.93,2.25,14,0,14,1,25,0,0,4.6,0,0,0.0,-111.91,-0.0848
1868,10560,2024-10-05,US,Accessories,TikTok,Student,2,32.5,7.0893,460.8,555.65,BrandWarehouse,8.74,Economy,68.11,0.58,17,9,26,0,0,0,0,3.7,0,1,333.94,-315.94,-0.5686
1869,10010,2024-01-12,US,Streetwear,Referral,Collector,3,72.47,7.1003,1543.68,1879.29,Forwarder_Aggregator,14.87,Standard,155.72,1.78,13,0,13,1,20,0,0,4.3,0,0,0.0,145.02,0.0772
1870,10368,2024-10-09,TH,Accessories,Referral,YoungProfessional,3,793.97,0.2003,477.1,556.91,3PL_Budget,6.27,Standard,67.48,0.84,10,0,10,1,10,0,0,4.9,0,0,0.0,-3.94,-0.0071
1871,10777,2024-01-16,AU,Outerwear,WeChat,HighIncome,3,161.96,4.7001,2283.68,2791.48,3PL_Budget,21.5,Economy,272.16,3.0,21,0,21,1,15,0,0,3.0,1,0,0.0,199.14,0.0713
1872,10716,2024-03-16,US,Streetwear,WeChat,YoungProfessional,2,65.42,7.1147,930.89,1121.88,3PL_Standard,9.43,Standard,92.05,0.99,14,0,14,0,0,0,0,5.0,0,0,0.0,89.51,0.0798
1873,10769,2024-08-08,CA,Basics,Referral,YoungProfessional,1,46.25,5.283,244.34,283.61,Forwarder_Aggregator,5.18,Economy,51.01,0.45,18,7,25,0,0,0,0,4.0,0,0,0.0,-16.92,-0.0597
1874,10858,2024-12-10,TH,Basics,WeChat,HighIncome,1,1655.71,0.2,331.14,391.25,3PL_Budget,3.53,Express,72.86,0.49,7,2,9,0,0,0,0,3.4,0,0,0.0,-16.28,-0.0416
1875,10055,2024-05-29,KR,Outerwear,WeChat,Collector,3,121769.73,0.0053,1936.14,2409.68,3PL_Standard,34.08,Express,273.55,3.51,8,0,8,0,0,0,0,5.0,0,0,0.0,165.91,0.0689
1876,10243,2024-02-14,AU,Basics,TikTok,ValueSeeker,3,44.95,4.6958,633.23,738.44,Forwarder_Aggregator,11.13,Express,200.87,1.23,9,0,9,1,10,1,12,3.7,0,0,0.0,-128.79,-0.1744
1877,10413,2024-03-26,TH,Outerwear,Xiaohongshu,YoungProfessional,1,2702.83,0.2002,541.11,656.75,3PL_Standard,11.55,Standard,96.8,1.2,11,0,11,0,0,0,0,3.7,0,0,0.0,7.29,0.0111
1878,10459,2024-11-23,KR,Sneakers,Instagram,HighIncome,1,199179.4,0.0053,1055.65,1289.27,Forwarder_Aggregator,7.73,Standard,75.98,0.88,10,0,10,1,15,0,0,4.2,0,0,0.0,134.91,0.1046
1879,10707,2024-09-22,KR,Basics,Referral,ValueSeeker,3,68184.04,0.0053,1084.13,1205.81,3PL_Standard,15.18,Economy,102.4,1.46,17,0,17,1,40,0,0,4.4,0,0,0.0,-35.9,-0.0298
1880,10651,2024-02-06,US,Outerwear,WeChat,YoungProfessional,1,138.05,7.1022,980.46,1148.1,3PL_Standard,12.55,Express,145.51,1.14,11,0,11,0,0,0,0,4.9,0,0,0.0,9.58,0.0083
1881,10635,2024-05-20,US,Sneakers,Instagram,ValueSeeker,1,136.86,7.1078,972.77,1157.48,Forwarder_Aggregator,6.96,Economy,80.35,0.92,19,0,19,1,40,0,0,4.3,0,0,0.0,57.4,0.0496
1882,10142,2024-04-06,TH,Accessories,Xiaohongshu,ValueSeeker,3,961.47,0.2002,577.46,673.25,BrandWarehouse,8.99,Standard,75.74,0.7,13,0,13,0,0,0,0,4.2,0,0,0.0,11.06,0.0164
1883,10609,2024-03-06,AU,Streetwear,Referral,ValueSeeker,1,85.48,4.6914,401.02,459.36,Forwarder_Aggregator,6.36,Standard,78.06,0.56,14,0,14,0,0,0,0,4.3,0,0,0.0,-26.08,-0.0568
1884,10716,2024-11-05,CA,Sneakers,WeChat,HighIncome,1,155.48,5.2863,821.91,1005.69,3PL_Standard,11.85,Standard,110.5,0.96,14,0,14,0,0,0,0,4.3,0,0,0.0,61.43,0.0611
1885,10676,2024-08-14,AU,Outerwear,WeChat,Collector,3,88.69,4.691,1248.13,1502.45,Forwarder_Aggregator,24.51,Standard,308.54,2.89,16,0,16,0,0,0,0,5.0,0,0,0.0,-78.73,-0.0524
1886,10524,2024-03-06,US,Accessories,Instagram,HighIncome,1,26.47,7.1129,188.28,227.43,Forwarder_Aggregator,3.57,Economy,37.14,0.27,20,15,35,0,0,1,12,3.9,0,0,0.0,-13.56,-0.0596
1887,10079,2024-08-26,KR,Streetwear,Referral,HighIncome,3,99423.57,0.0053,1580.83,1961.12,3PL_Standard,19.92,Economy,103.36,1.88,16,0,16,0,0,0,0,4.1,0,0,0.0,257.01,0.1311
1888,10134,2024-05-31,US,Outerwear,Referral,ValueSeeker,2,124.6,7.1144,1772.91,2038.35,3PL_Standard,23.55,Standard,234.95,2.43,15,0,15,0,0,0,0,4.3,0,0,0.0,6.94,0.0034
1889,10668,2024-01-23,KR,Accessories,WeChat,YoungProfessional,2,51550.32,0.0053,546.43,661.97,3PL_Budget,2.0,Express,78.39,0.52,9,0,9,1,10,0,0,3.8,0,0,0.0,25.15,0.038
1890,10781,2024-06-13,AU,Streetwear,Xiaohongshu,ValueSeeker,3,73.26,4.6843,1029.52,1161.83,Forwarder_Aggregator,15.14,Economy,133.36,1.56,21,0,21,0,0,0,0,4.6,0,0,0.0,-16.19,-0.0139
1891,10742,2024-03-08,US,Sneakers,TikTok,HighIncome,1,155.95,7.1136,1109.37,1349.19,3PL_Standard,11.1,Standard,113.34,0.96,13,16,29,0,0,1,22,3.5,0,0,0.0,93.38,0.0692
1892,10384,2024-03-30,US,Accessories,Referral,Student,1,41.68,7.1055,296.16,342.15,3PL_Budget,3.69,Standard,63.25,0.25,13,0,13,0,0,0,0,4.6,0,0,0.0,-20.95,-0.0612
1893,10528,2024-11-17,KR,Accessories,Referral,Collector,1,55799.38,0.0053,295.74,362.18,3PL_Standard,4.26,Economy,34.28,0.25,18,5,23,0,0,0,0,4.3,0,0,0.0,27.9,0.077
1894,10158,2024-09-16,US,Streetwear,Referral,ValueSeeker,2,71.75,7.0894,1017.33,1172.48,BrandWarehouse,15.72,Economy,111.57,1.22,17,0,17,0,0,0,0,4.9,0,0,0.0,27.86,0.0238
1895,10532,2024-02-19,US,Basics,WeChat,HighIncome,3,50.85,7.1056,1083.96,1314.73,3PL_Budget,9.99,Standard,140.77,1.33,15,0,15,0,0,0,0,4.3,0,0,0.0,80.01,0.0609
1896,10175,2024-11-07,KR,Accessories,Xiaohongshu,ValueSeeker,1,34047.0,0.0053,180.45,208.72,3PL_Standard,3.42,Economy,30.74,0.19,17,0,17,1,10,0,0,4.4,0,0,0.0,-15.89,-0.0761
1897,10715,2024-07-29,CA,Outerwear,WeChat,YoungProfessional,2,115.68,5.2847,1222.67,1510.7,BrandWarehouse,27.86,Standard,195.14,2.41,15,0,15,0,0,0,0,5.0,0,0,0.0,65.03,0.043
1898,10706,2024-11-16,CA,Accessories,Referral,ValueSeeker,2,54.39,5.288,575.23,662.73,BrandWarehouse,7.8,Economy,52.96,0.52,20,0,20,0,0,0,0,4.3,0,0,0.0,26.74,0.0403
1899,10046,2024-09-30,US,Accessories,Xiaohongshu,Collector,1,33.74,7.0865,239.1,289.31,3PL_Standard,3.37,Standard,62.64,0.25,14,0,14,0,0,0,0,4.4,0,0,0.0,-15.8,-0.0546
1900,10842,2024-05-04,TH,Sneakers,Xiaohongshu,ValueSeeker,2,4240.12,0.2001,1696.9,2022.73,3PL_Budget,10.64,Economy,93.56,1.63,18,0,18,1,20,0,0,5.0,0,0,0.0,201.63,0.0997
1901,10716,2024-07-14,US,Sneakers,TikTok,YoungProfessional,1,147.91,7.109,1051.49,1216.17,3PL_Standard,10.01,Standard,106.43,0.86,14,0,14,0,0,0,0,4.4,0,0,0.0,48.24,0.0397
1902,10340,2024-07-13,US,Accessories,WeChat,YoungProfessional,1,58.09,7.111,413.08,470.38,3PL_Standard,5.05,Economy,50.57,0.23,17,0,17,1,15,0,0,5.0,0,0,0.0,-13.32,-0.0283
1903,10406,2024-09-20,US,Basics,Referral,ValueSeeker,2,61.24,7.0905,868.44,1017.72,3PL_Standard,8.76,Economy,83.35,0.84,18,0,18,1,10,0,0,4.2,0,0,0.0,47.17,0.0463
1904,10070,2024-03-31,US,Sneakers,Instagram,Student,3,122.32,7.1033,2606.63,3059.65,3PL_Standard,25.5,Standard,249.88,2.68,15,0,15,0,0,0,0,4.3,0,0,0.0,177.64,0.0581
1905,10842,2024-05-01,US,Basics,Xiaohongshu,YoungProfessional,2,58.95,7.1046,837.63,964.11,Forwarder_Aggregator,6.08,Standard,96.64,0.77,12,0,12,0,0,0,0,3.7,0,0,0.0,23.76,0.0246
1906,10090,2024-03-30,US,Accessories,Xiaohongshu,ValueSeeker,2,37.82,7.1055,537.46,625.13,Forwarder_Aggregator,5.41,Standard,94.23,0.63,12,0,12,0,0,0,0,4.7,0,0,0.0,-11.97,-0.0191
1907,10830,2024-04-18,US,Basics,TikTok,Collector,3,34.82,7.1101,742.72,899.49,BrandWarehouse,18.21,Economy,108.44,1.59,18,0,18,0,0,0,0,4.6,0,0,0.0,30.12,0.0335
1908,10589,2024-02-29,CA,Basics,TikTok,ValueSeeker,3,47.36,5.2958,752.43,883.03,Forwarder_Aggregator,13.4,Economy,93.48,1.39,19,0,19,1,10,0,0,4.4,0,0,0.0,13.72,0.0155
1909,10826,2024-01-14,TH,Streetwear,WeChat,Collector,3,1897.32,0.1999,1137.82,1385.25,3PL_Standard,15.02,Economy,90.36,1.64,16,0,16,0,0,0,0,4.5,0,0,0.0,142.05,0.1025
1910,10333,2024-12-10,US,Streetwear,WeChat,ValueSeeker,3,68.12,7.0967,1450.28,1737.58,3PL_Budget,14.52,Economy,158.2,2.01,20,12,32,0,0,1,18,4.0,0,0,0.0,96.58,0.0556
1911,10806,2024-01-28,US,Sneakers,Instagram,HighIncome,3,130.75,7.0971,2783.84,3422.66,Forwarder_Aggregator,27.31,Economy,220.54,3.41,17,0,17,0,0,0,0,3.8,0,0,0.0,390.97,0.1142
1912,10383,2024-11-21,TH,Sneakers,TikTok,HighIncome,3,3054.12,0.1999,1831.56,2322.08,Forwarder_Aggregator,22.11,Economy,135.74,2.6,16,0,16,0,0,0,0,4.4,0,0,0.0,332.67,0.1433
1913,10315,2024-01-02,TH,Sneakers,Referral,ValueSeeker,3,4612.7,0.2,2767.62,3272.93,3PL_Standard,29.54,Standard,181.28,2.93,12,0,12,0,0,0,0,5.0,0,0,0.0,294.49,0.09
1914,10303,2024-10-11,KR,Accessories,Referral,Collector,3,53704.46,0.0053,853.9,1020.78,3PL_Budget,6.35,Economy,45.96,0.73,17,0,17,0,0,0,0,4.3,0,0,0.0,114.57,0.1122
1915,10856,2024-04-30,US,Basics,Xiaohongshu,Student,2,42.6,7.1059,605.42,697.91,Forwarder_Aggregator,9.66,Economy,103.44,0.87,20,7,27,1,20,0,0,3.5,0,0,0.0,-40.61,-0.0582
1916,10418,2024-07-08,CA,Sneakers,WeChat,YoungProfessional,1,152.88,5.2873,808.32,980.68,3PL_Budget,9.13,Standard,91.59,0.93,12,0,12,0,0,0,0,4.8,0,0,0.0,71.64,0.0731
1917,10430,2024-04-13,US,Accessories,Xiaohongshu,HighIncome,2,43.07,7.1068,612.18,738.96,Forwarder_Aggregator,7.02,Standard,70.82,0.49,15,4,19,0,0,1,12,4.3,0,0,0.0,36.94,0.05
1918,10579,2024-06-28,US,Streetwear,Instagram,Collector,3,60.84,7.1173,1299.05,1567.32,3PL_Budget,11.47,Standard,181.27,1.69,15,0,15,0,0,0,0,4.4,0,0,0.0,75.53,0.0482
1919,10500,2024-06-14,CA,Sneakers,Instagram,HighIncome,3,117.41,5.2841,1861.22,2387.9,3PL_Standard,26.31,Economy,191.66,2.92,20,0,20,1,20,0,0,4.3,0,0,0.0,288.71,0.1209
1920,10487,2024-07-12,AU,Streetwear,Instagram,ValueSeeker,2,73.19,4.6916,686.76,801.66,3PL_Standard,13.49,Standard,134.06,1.29,13,0,13,1,15,0,0,4.8,0,0,0.0,-47.65,-0.0594
1921,10341,2024-05-23,CA,Sneakers,Instagram,ValueSeeker,1,135.79,5.2858,717.76,799.51,3PL_Standard,9.92,Economy,76.28,0.86,18,3,21,0,0,1,18,4.0,0,0,0.0,-22.45,-0.0281
1922,10147,2024-07-15,AU,Sneakers,Referral,YoungProfessional,1,156.07,4.694,732.59,890.92,Forwarder_Aggregator,8.0,Standard,116.5,1.06,15,0,15,0,0,0,0,5.0,0,0,0.0,33.83,0.038
1923,10895,2024-10-29,US,Accessories,Xiaohongshu,HighIncome,2,35.27,7.0923,500.29,612.96,3PL_Budget,4.7,Express,90.7,0.44,9,0,9,0,0,0,0,4.5,0,0,0.0,17.27,0.0282
1924,10442,2024-06-08,CA,Accessories,TikTok,HighIncome,2,53.22,5.2845,562.48,646.81,3PL_Budget,2.49,Standard,82.46,0.51,12,0,12,0,0,0,0,4.8,0,0,0.0,-0.62,-0.001
1925,10875,2024-05-12,KR,Outerwear,Referral,YoungProfessional,2,124166.43,0.0053,1316.16,1551.29,3PL_Budget,18.43,Express,207.92,2.48,7,0,7,1,40,0,0,4.8,0,0,0.0,-31.22,-0.0201
1926,10414,2024-02-18,TH,Streetwear,WeChat,HighIncome,1,2032.68,0.2002,406.94,507.75,3PL_Budget,6.02,Economy,42.88,0.59,15,0,15,0,0,0,0,3.9,0,0,0.0,51.91,0.1022
1927,10539,2024-05-11,US,Streetwear,WeChat,HighIncome,1,66.24,7.107,470.77,576.61,3PL_Standard,5.95,Economy,59.89,0.53,19,0,19,0,0,0,0,4.5,0,0,0.0,40.0,0.0694
1928,10491,2024-02-15,AU,Basics,TikTok,ValueSeeker,2,84.19,4.6947,790.49,908.96,3PL_Budget,7.71,Economy,92.83,0.93,19,10,29,1,30,1,15,3.8,0,0,0.0,-27.07,-0.0298
1929,10869,2024-03-07,US,Basics,Instagram,HighIncome,2,55.1,7.1134,783.9,916.41,3PL_Standard,11.97,Economy,88.58,1.08,19,15,34,0,0,0,0,3.7,0,0,0.0,31.96,0.0349
1930,10099,2024-12-14,US,Outerwear,WeChat,Student,3,157.92,7.0989,3363.17,3882.25,Forwarder_Aggregator,25.51,Economy,201.29,3.07,17,0,17,0,0,0,0,4.3,0,0,0.0,292.28,0.0753
1931,10465,2024-02-02,KR,Outerwear,WeChat,HighIncome,1,161704.07,0.0053,857.03,1019.21,BrandWarehouse,14.94,Express,130.82,1.17,9,0,9,0,0,0,0,3.8,0,0,0.0,16.42,0.0161
1932,10138,2024-06-25,US,Sneakers,Referral,ValueSeeker,2,138.07,7.1167,1965.21,2207.63,3PL_Budget,15.66,Standard,183.54,2.12,12,3,15,1,10,0,0,4.6,0,0,0.0,33.22,0.015
1933,10781,2024-11-01,CA,Accessories,Referral,HighIncome,3,16.92,5.2879,268.41,304.17,BrandWarehouse,8.65,Express,109.31,0.72,8,0,8,1,15,0,0,3.7,0,0,0.0,-97.2,-0.3196
1934,10477,2024-12-14,CA,Outerwear,Referral,YoungProfessional,1,142.65,5.2927,755.0,953.19,BrandWarehouse,16.5,Standard,122.59,1.33,12,16,28,0,0,0,0,3.5,0,1,514.26,-455.16,-0.4775
1935,10830,2024-02-23,US,Streetwear,TikTok,ValueSeeker,1,74.42,7.1093,529.07,602.15,3PL_Standard,10.0,Standard,105.11,0.69,12,0,12,1,10,0,0,5.0,0,0,0.0,-52.03,-0.0864
1936,10247,2024-02-29,US,Outerwear,WeChat,Student,1,109.28,7.1079,776.75,923.16,Forwarder_Aggregator,10.95,Express,210.43,1.24,11,0,11,0,0,0,0,4.9,0,0,0.0,-74.97,-0.0812
1937,10146,2024-05-16,CA,Outerwear,Referral,YoungProfessional,2,114.86,5.2854,1214.16,1498.01,3PL_Standard,24.65,Economy,168.83,2.49,20,0,20,1,30,0,0,4.6,0,0,0.0,60.37,0.0403
1938,10566,2024-07-21,TH,Outerwear,Referral,YoungProfessional,3,3402.57,0.2003,2044.6,2462.7,3PL_Budget,16.72,Standard,172.12,2.62,10,0,10,0,0,0,0,4.3,0,0,0.0,229.26,0.0931
1939,10131,2024-12-17,AU,Streetwear,WeChat,Collector,2,94.02,4.6768,879.43,1079.15,BrandWarehouse,14.39,Standard,106.79,0.93,14,0,14,0,0,0,0,4.4,0,0,0.0,78.54,0.0728
1940,10335,2024-03-17,CA,Accessories,Referral,ValueSeeker,2,29.64,5.2948,313.88,364.34,BrandWarehouse,7.68,Standard,70.64,0.49,14,0,14,0,0,0,0,4.8,0,0,0.0,-27.86,-0.0765
1941,10282,2024-03-01,US,Sneakers,Referral,Student,3,126.4,7.1075,2695.16,3372.78,3PL_Standard,24.41,Standard,238.96,2.63,14,0,14,0,0,0,0,4.2,0,0,0.0,414.25,0.1228
1942,10198,2024-04-02,AU,Outerwear,WeChat,ValueSeeker,2,172.36,4.6874,1615.84,1893.22,3PL_Budget,17.31,Express,229.04,2.37,11,0,11,0,0,0,0,4.6,0,0,0.0,31.03,0.0164
1943,10117,2024-11-16,US,Sneakers,Instagram,Collector,2,107.99,7.096,1532.59,1848.66,3PL_Budget,8.43,Express,187.19,1.25,11,0,11,0,0,0,0,4.2,0,0,0.0,120.45,0.0652
1944,10590,2024-01-11,AU,Sneakers,Xiaohongshu,ValueSeeker,3,147.77,4.6985,2082.89,2389.12,3PL_Standard,30.22,Economy,211.07,3.06,21,0,21,1,10,0,0,4.3,0,0,0.0,54.94,0.023
1945,10682,2024-05-19,KR,Accessories,Referral,ValueSeeker,1,34841.83,0.0053,184.66,207.1,BrandWarehouse,5.67,Economy,32.89,0.24,16,0,16,0,0,0,0,4.2,0,0,0.0,-16.12,-0.0778
1946,10354,2024-02-13,CA,Basics,Instagram,ValueSeeker,3,43.54,5.2974,691.95,788.11,3PL_Budget,11.59,Economy,105.59,1.26,18,15,33,0,0,1,12,3.7,0,0,0.0,-33.02,-0.0419
